date,startup,industry,sub_industry,city,investment_type,amount_usd,amount_usd_clean,investment_type_grouped
14/09/2015,Shadowfax,hyperlocal delivery services,,gurgaon,private equity,"90,00,000",9000000.0,private_equity
14/09/2015,UE Life Sciences,early cancer detection solutions,,us/india,private equity,"30,00,000",3000000.0,private_equity
14/09/2015,Ola Cabs,cab rental mobile app,,bangalore,private equity,"22,50,00,000",225000000.0,private_equity
15/09/2015,Coverfox,online insurance distribution platform,,mumbai,private equity,"20,00,000",2000000.0,private_equity
15/09/2015,MoEngage,mobile marketing automation platform,,bangalore,private equity,"42,50,000",4250000.0,private_equity
15/09/2015,Tea Trails,chain of tea caf\\xc3\\xa9\\xe2\\x80\\x99s,,mumbai,seed funding,"10,00,000",1000000.0,seed
15/09/2015,Room on Call,branded budget hotel marketplace,,noida,seed funding,"3,00,000",300000.0,seed
16/09/2015,ChaiPoint,food subscription platform,,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
16/09/2015,WedmeGood.com,wedding planning platform,,gurgaon,seed funding,"4,10,000",410000.0,seed
16/09/2015,XSTOK,b2b mobile auction marketplace,,mumbai,seed funding,"4,50,000",450000.0,seed
17/09/2015,YepMe,private label fashion etailer,,gurgaon,private equity,"7,50,00,000",75000000.0,private_equity
17/09/2015,Bueno,online food ordering and delivery,,gurgaon,seed funding,"6,00,000",600000.0,seed
18/09/2015,Plabro,real estate broker platform app,,new delhi,seed funding,"3,50,000",350000.0,seed
18/09/2015,CureJoy,online health and wellness platform,,bangalore,private equity,"11,50,000",1150000.0,private_equity
18/09/2015,Briston Technomach,internet of things platform,,new delhi,seed funding,"1,50,000",150000.0,seed
18/09/2015,LabStreet,diagnostic labs aggregator platform,,gurgaon,seed funding,"1,50,000",150000.0,seed
21/09/2015,Portea Medical,home medical care services,,bangalore,private equity,"3,75,00,000",37500000.0,private_equity
21/09/2015,Neotrade Analytics,real-time stock data platform,,bangalore,seed funding,"2,35,000",235000.0,seed
21/09/2015,LafaLafa,coupons and cashback aggregator app,,mumbai,seed funding,"1,25,000",125000.0,seed
22/09/2015,Bestdealfinance,financial services portal,,mumbai,private equity,"30,00,000",3000000.0,private_equity
22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,bangalore,private equity,"8,00,000",800000.0,private_equity
22/09/2015,Furdo,online interior designing platform,,bangalore,seed funding,"4,00,000",400000.0,seed
22/09/2015,LogiNext,end-to-end logistics platform,,mumbai,private equity,"1,00,00,000",10000000.0,private_equity
22/09/2015,Korra,private label apparel sales,,new delhi,seed funding,"3,00,000",300000.0,seed
23/09/2015,SilverPush,cross-device retargeting platform,,gurgaon / sfo,private equity,"12,00,000",1200000.0,private_equity
23/09/2015,Juggernaut,digital and physical publishing platform,,new delhi,private equity,"22,50,000",2250000.0,private_equity
23/09/2015,InnerChef,food delivery platform,,new delhi,private equity,"17,50,000",1750000.0,private_equity
24/09/2015,Quintype,data driven publishing platform,,bangalore,private equity,"33,00,000",3300000.0,private_equity
24/09/2015,Capabiliti,employee onboarding and orientation platform,,noida,seed funding,"4,00,000",400000.0,seed
24/09/2015,Fourth Partner Energy,solar power solutions company,,hyderabad,private equity,"20,00,000",2000000.0,private_equity
24/09/2015,Licious,online meat ordering platform,,bangalore,seed funding,"10,00,000",1000000.0,seed
28/09/2015,Ola Cabs,cab booking app platform,,bangalore,private equity,"3,00,00,000",30000000.0,private_equity
29/09/2015,Paytm,e-commerce and m-commerce platform,,new delhi,private equity,"68,00,00,000",680000000.0,private_equity
29/09/2015,Inmobi,mobile advertising platform,,bangalore,private equity,"10,00,00,000",100000000.0,private_equity
29/09/2015,Peppertap,hyperlocal grocery delivery,,gurgaon,private equity,"3,60,00,000",36000000.0,private_equity
29/09/2015,Zakoopi,fashion discovery platform,,new delhi,seed funding,"3,50,000",350000.0,seed
30/09/2015,Infoworks,big data management platform,,bangalore / usa,private equity,"50,00,000",5000000.0,private_equity
30/09/2015,RedDoorz,budget accommodation platform,,noida,seed funding,"10,00,000",1000000.0,seed
30/09/2015,Eywa Media,digital signal processing platform,,bangalore,seed funding,"10,00,000",1000000.0,seed
01/08/2015,Snapdeal,ecommerce marketplace,,new delhi,private equity,"50,00,00,000",500000000.0,private_equity
01/08/2015,Ressy,restaurant discount app,,pune,seed funding,"4,00,000",400000.0,seed
03/08/2015,Connect India,ecommerce logistics provider,,new delhi,private equity,"50,00,000",5000000.0,private_equity
03/08/2015,Oyorooms,budget hotel accommodation brand,,new delhi,private equity,"10,00,00,000",100000000.0,private_equity
03/08/2015,Wizrocket,user engagment and analytics platform,,mumbai,private equity,"96,00,000",9600000.0,private_equity
04/08/2015,Pickingo,on-demand delivery logistics,,new delhi,private equity,"13,00,000",1300000.0,private_equity
05/08/2015,Grex,fund raising platform for startups,,pune,seed funding,"6,50,000",650000.0,seed
05/08/2015,LetsTransport,logistics tech platform,,bangalore,seed funding,"13,00,000",1300000.0,seed
05/08/2015,Zo Rooms,online budget hotel chain,,new delhi,private equity,"3,00,00,000",30000000.0,private_equity
05/08/2015,Doormint,hyperlocal handyman services,,mumbai,private equity,"30,00,000",3000000.0,private_equity
05/08/2015,NightStay,hotel booking app,,noida,seed funding,"5,00,000",500000.0,seed
05/08/2015,Sunday Realty Solutions,tech platform for property brokers,,mumbai,seed funding,"7,85,000",785000.0,seed
06/08/2015,Appvigil,app security\\xc2\\xa0 testing platform,,mumbai,seed funding,"5,00,000",500000.0,seed
06/08/2015,practo,doctor appointment booking app,,bangalore,private equity,"9,00,00,000",90000000.0,private_equity
06/08/2015,Ketto,crowd funding platform,,mumbai,seed funding,"7,00,000",700000.0,seed
06/08/2015,Ezetap,mobile based pos solution,,bangalore,private equity,"2,50,00,000",25000000.0,private_equity
07/08/2015,Carl\\xe2\\x80\\x99s Jr,fast food chain franchisee,,gurgaon,seed funding,"6,30,000",630000.0,seed
07/08/2015,EasyRewardz,loyalty programs and reward points,,mumbai,private equity,"5,00,000",500000.0,private_equity
10/08/2015,MyTaxiIndia,taxi rental platform,,gurgaon,private equity,"5,00,000",500000.0,private_equity
10/08/2015,eSadar,ecommerce,,new delhi,seed funding,"80,000",80000.0,seed
10/08/2015,MyPoolin,mobile social network,,new delhi,seed funding,"2,50,000",250000.0,seed
10/08/2015,NearBuy (previously\\xc2\\xa0 groupon India),hyper-local ecommerce,,new delhi,private equity,"1,60,00,000",16000000.0,private_equity
10/08/2015,Inkmonk,online printing marketplace,,chennai,seed funding,"2,50,000",250000.0,seed
10/08/2015,ToneTag,mobile payment software platform,,bangalore,private equity,"10,00,000",1000000.0,private_equity
10/08/2015,Grey Orange,automated storage and warehousing solution,,gurgaon,private equity,"3,00,00,000",30000000.0,private_equity
11/08/2015,Livspace,home design and d\\xc3\\xa9cor solutions,,bangalore,private equity,"80,00,000",8000000.0,private_equity
11/08/2015,WOW! MOMO,quick service restaurant chain,,kolkata,seed funding,"16,00,000",1600000.0,seed
11/08/2015,RainCan,subscription based online grocery platform,,pune,seed funding,"1,00,000",100000.0,seed
11/08/2015,Allygrow Technologies,engineering services company,,mumbai,private equity,"2,00,00,000",20000000.0,private_equity
11/08/2015,Infogain,business and it consulting,,new delhi / us,private equity,"6,30,00,000",63000000.0,private_equity
12/08/2015,OneAssist,credit card fraud protection solutions,,mumbai,private equity,"75,00,000",7500000.0,private_equity
12/08/2015,BigBasket,online and mobile grocery store,,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
12/08/2015,Sheroes,career community for women,,noida,seed funding,"7,70,000",770000.0,seed
12/08/2015,Scripbox,mutual fund investing platform,,bangalore,private equity,"25,00,000",2500000.0,private_equity
13/08/2015,etaout,ecommerce marketing software platform,,noida,seed funding,"5,00,000",500000.0,seed
13/08/2015,IFMR Holdings,financial inclusion platform,,chennai,private equity,"2,50,00,000",25000000.0,private_equity
13/08/2015,Agrostar,mobile commerce for farmers,,pune,private equity,"40,00,000",4000000.0,private_equity
14/08/2015,VoxWeb,picture based social app,,mumbai,seed funding,"1,00,000",100000.0,seed
14/08/2015,Trukky,logistics service platform,,ahmedabad,seed funding,"2,45,000",245000.0,seed
17/08/2015,Edu4Share,exam preparation platform,,new delhi,seed funding,"2,20,000",220000.0,seed
17/08/2015,Sampurnearth,waste management solutions,,mumbai,seed funding,"1,60,000",160000.0,seed
17/08/2015,ShadowFax,on-demand delivery service,,gurgaon,seed funding,"3,10,000",310000.0,seed
18/08/2015,Roposo,fashion discovery platform,,gurgaon,private equity,"1,50,00,000",15000000.0,private_equity
18/08/2015,IntelligenceNODE,data analytics platform,,mumbai,private equity,"42,00,000",4200000.0,private_equity
18/08/2015,HyperVerge,deep learning cloud algorithms,,chennai,seed funding,"10,00,000",1000000.0,seed
18/08/2015,Zoojoo.be,corporate wellness app,,bangalore,private equity,"10,00,000",1000000.0,private_equity
19/08/2015,TimeSaverz,"hyperlocal maintenance, repair and cleaning services",,mumbai,private equity,"24,00,000",2400000.0,private_equity
19/08/2015,MebelKart,online furniture marketplace,,bangalore,private equity,"2,00,00,000",20000000.0,private_equity
20/08/2015,LabsAdvisor,online diagnostic tests marketplace,,new delhi,seed funding,"1,56,000",156000.0,seed
20/08/2015,Flatpebble,online marketplace for photographers,,hyderabad,seed funding,"6,00,000",600000.0,seed
20/08/2015,Bluegape.com,visual blogging platform,,new delhi,seed funding,"6,00,000",600000.0,seed
21/08/2015,ePoise,job search platform,,bangalore,seed funding,"5,00,000",500000.0,seed
24/08/2015,Jolly Food Fellow,food customer analytics platform,,ahmedabad,seed funding,"3,00,000",300000.0,seed
24/08/2015,BookMeIn,professional service appointment booking service,,mumbai,seed funding,"4,00,000",400000.0,seed
25/08/2015,Qyk App,on-demand app based professional service provider,,bangalore,private equity,"10,00,000",1000000.0,private_equity
25/08/2015,EazyDiner,restaurant reservation platform,,gurgaon,private equity,"30,00,000",3000000.0,private_equity
25/08/2015,RevX,cross-channel crm platform,,mumbai,private equity,"40,00,000",4000000.0,private_equity
25/08/2015,ICustomMadeIt,professional custom creators marketplace,,pune,seed funding,"2,50,000",250000.0,seed
26/08/2015,PickMyLaundry,on-demand washing and dry-cleaning,,new delhi,seed funding,"1,00,000",100000.0,seed
26/08/2015,Belita,on-demand beauty service,,mumbai,seed funding,"4,00,000",400000.0,seed
26/08/2015,FoodTalkIndia,online food community platform,,gurgaon,seed funding,"5,00,000",500000.0,seed
28/08/2015,Vyomo,beauty and lifestyle mobile marketplace,,bangalore,private equity,"20,00,000",2000000.0,private_equity
28/08/2015,RollMafia,qsr restaurant chain,,pune,seed funding,"1,60,000",160000.0,seed
31/08/2015,DropKaffe,online coffee delivery platform,,bangalore,seed funding,"3,00,000",300000.0,seed
31/08/2015,Reverie,language localization cloud platform,,bangalore,private equity,"40,00,000",4000000.0,private_equity
01/07/2015,Cloudcherry Analytics,crm / analytics platform,,chennai,seed funding,"10,00,000",1000000.0,seed
01/07/015,HandyHome,hyperlocal electronics repair service,,mumbai,seed funding,"6,30,000",630000.0,seed
01/07/2015,NxtGen,it infrastructure and data center services,,bangalore,private equity,"1,35,00,000",13500000.0,private_equity
02/07/2015,BankBazaar,online financial services,,chennai,private equity,"6,00,00,000",60000000.0,private_equity
02/07/2015,Gozoomo,used car marketplace,,bangalore,private equity,"50,00,000",5000000.0,private_equity
02/07/2015,Zenatix,internet of things platform,,gurgaon,seed funding,"1,61,000",161000.0,seed
03/07/2015,CultureAlley,language learning app,,jaipur,private equity,"65,00,000",6500000.0,private_equity
03/07/2015,Gingercrush,custom merchandize platform,,ahmedabad,seed funding,"10,00,000",1000000.0,seed
04/07/2015,Stitchwood,custom furniture marketplace,,mumbai,seed funding,"3,95,000",395000.0,seed
06/07/2015,Paper Boat,ethnic beverages manufacturer,,gurgaon,private equity,"3,00,00,000",30000000.0,private_equity
07/07/2015,Wudstay,budget accommodation aggregator,,gurgaon,private equity,"30,00,000",3000000.0,private_equity
07/07/2015,Liases Foras,real estate rating and analysis,,new delhi,private equity,"50,00,000",5000000.0,private_equity
08/07/2015,Saavn,music streaming app,,mumbai,private equity,"10,00,00,000",100000000.0,private_equity
08/07/2015,Flytxt,big data and analytics platform,,mumbai / global,private equity,"1,10,00,000",11000000.0,private_equity
08/07/2015,Axtria,big data and analytics platform,,india / us,private equity,"3,00,00,000",30000000.0,private_equity
08/07/2015,33Coupons,coupon aggregator platform,,kanpur,seed funding,"20,000",20000.0,seed
08/07/2015,Hopping Chef,online food-tech platform,,mumbai,seed funding,"4,70,000",470000.0,seed
08/07/2015,Collectabillia,celebrity fashion brand,,bangalore,private equity,"75,00,000",7500000.0,private_equity
08/07/2015,Lendingkart,online finance lending platform,,ahmedabad,private equity,"1,00,00,000",10000000.0,private_equity
08/07/2015,Lybrate,healthcare mobile app,,new delhi,private equity,"1,02,00,000",10200000.0,private_equity
08/07/2015,Zoomcar,self-driven vehicle rental,,bangalore,private equity,"1,10,00,000",11000000.0,private_equity
14/07/2015,MySmartPrice,online comparison engine,,hyderabad,private equity,"1,00,00,000",10000000.0,private_equity
14/07/2015,Boxmyspace,physical storage warehouses,,mumbai,seed funding,"3,00,000",300000.0,seed
14/07/2015,HackerRank,tech recruitment platform,,bangalore,private equity,"75,00,000",7500000.0,private_equity
14/07/2015,WickedRide,bike rental platform,,bangalore,seed funding,"7,90,000",790000.0,seed
14/07/2015,WoWexpress,tech enabled logistics platform,,mumbai,seed funding,"5,00,000",500000.0,seed
15/07/2015,Oyo Rooms,budget hotel accommodation,,gurgaon,private equity,"10,00,00,000",100000000.0,private_equity
15/07/2015,Mobikon,restaurant customer engagement platform,,pune,private equity,"23,00,000",2300000.0,private_equity
15/07/2015,Roadrunnr,hyper local logistics platform,,bangalore,private equity,"1,10,00,000",11000000.0,private_equity
16/07/2015,Ketto,crowd funding platform,,mumbai,seed funding,"7,00,000",700000.0,seed
17/07/2015,QuikWallet,fandb sector mobile payment platform,,mumbai,private equity,"16,00,000",1600000.0,private_equity
17/07/2015,Omnikart,industrial supplies b2b ecommerce,,mumbai,seed funding,"1,00,000",100000.0,seed
20/07/2015,Zo Rooms,online budget hotel chain,,new delhi,private equity,"1,50,00,000",15000000.0,private_equity
20/07/2015,Innoviti,payment solutions platform,,bangalore,private equity,"48,50,000",4850000.0,private_equity
21/07/2015,Joy by nature,organic food ecommerce,,new delhi,private equity,"10,00,000",1000000.0,private_equity
22/07/2015,Iqlect,big data and analytics platform,,bangalore,private equity,"20,00,000",2000000.0,private_equity
22/07/2015,deGustibus,fine dining restaurant chain,,mumbai,private equity,"3,00,00,000",30000000.0,private_equity
23/07/2015,Nestaway,luxury rental homes,,bangalore,private equity,"1,27,50,000",12750000.0,private_equity
23/07/2015,Mswipe,mobile point of sale payment solution,,unknown,private equity,"2,50,00,000",25000000.0,private_equity
23/07/2015,Myonsto,online grocers,,ahmedabad,seed funding,"3,20,000",320000.0,seed
23/07/2015,MedGenome,clinical genomics provider,,bangalore,private equity,"2,00,00,000",20000000.0,private_equity
23/07/2015,HolidayIQ,travel information portal,,bangalore,private equity,"1,50,00,000",15000000.0,private_equity
23/07/2015,Fitternity,fitness marketplace,,mumbai,private equity,"10,00,000",1000000.0,private_equity
23/07/2015,Quikr,online and mobile classified listings,,mumbai,private equity,"6,00,00,000",60000000.0,private_equity
24/07/2015,BroEx,real estate broker network app,,gurgaon,private equity,"10,00,000",1000000.0,private_equity
25/07/2015,CredR,used bikes marketplace,,mumbai,private equity,"1,50,00,000",15000000.0,private_equity
27/07/2015,ManageMySpa,spa and salon management software,,hyderabad,private equity,"60,00,000",6000000.0,private_equity
28/07/2015,Pepperfry,online home d\\xc3\\xa9cor marketplace,,mumbai,private equity,"10,00,00,000",100000000.0,private_equity
28/07/2015,Flipkart.com,online marketplace,,bangalore,private equity,"70,00,00,000",700000000.0,private_equity
28/07/2015,Opinio,hyperlocal food and grocery store,,bangalore,seed funding,"13,00,000",1300000.0,seed
28/07/2015,Zoctr,health-tech platform,,mumbai,seed funding,"10,00,000",1000000.0,seed
29/07/2015,Zimmber,hyperlocal handyman services,,mumbai,private equity,"20,00,000",2000000.0,private_equity
29/07/2015,trueHb,medical tech instruments,,new delhi,seed funding,"24,00,000",2400000.0,seed
29/07/2015,Zovi.com / Little App,hyperlocal deals marketplace,,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
29/07/2015,Swajal,innovative water solutions,,gurgaon,private equity,"12,00,000",1200000.0,private_equity
30/07/2015,Pipa Bella,online jewelry store,,mumbai,private equity,"6,00,000",600000.0,private_equity
30/07/2015,Pragmatix,business intelligence and analytics,,mumbai,private equity,"24,00,000",2400000.0,private_equity
30/07/2015,Droom.in,used vehicle marketplace,,new delhi,private equity,"1,60,00,000",16000000.0,private_equity
30/07/2015,MadRat Games,educational board games,,bangalore,seed funding,"1,68,000",168000.0,seed
30/07/2015,Noodle Play,chinese food delivery,,mumbai,seed funding,"1,68,000",168000.0,seed
31/07/2015,LazyLad,hyperlocal grocery app,,gurgaon,private equity,"5,00,000",500000.0,private_equity
31/07/2015,Prothom,hasbro toy manufacturer,,pune,private equity,"20,00,000",2000000.0,private_equity
31/07/2015,Bona Vita,travel tech,,gurgaon,private equity,"50,00,000",5000000.0,private_equity
01/06/2015,Veeba Foods,healthy food manufacturer,,new delhi,private equity,"60,00,000",6000000.0,private_equity
01/06/2015,Truebil,used car marketplace,,mumbai,seed funding,"5,00,000",500000.0,seed
01/06/2015,Meritnation,online learning platform,,new delhi,private equity,"40,00,000",4000000.0,private_equity
01/06/2015,Eattreatonline,healthy food online community,,new delhi,seed funding,"3,50,000",350000.0,seed
01/06/2015,Glamrs,online fashion video portal,,mumbai,private equity,"10,00,000",1000000.0,private_equity
01/06/2015,Proviera,probiotic technology products manufacturer,,chennai,private equity,"5,50,000",550000.0,private_equity
01/06/2015,Arth DesignBuild,architectural design and consulting,,hyderabad,seed funding,"5,00,000",500000.0,seed
02/06/2015,Saama,big data and analytics services,,pune / us,private equity,"3,50,00,000",35000000.0,private_equity
02/06/2015,AllIzHealth,preventive healthcare services,,pune,seed funding,"3,50,000",350000.0,seed
03/06/2015,Propstack,real estate intelligence platform,,mumbai,private equity,"30,00,000",3000000.0,private_equity
03/06/2015,MyTaxiIndia,online car rental affiliates,,new delhi,seed funding,"1,00,000",100000.0,seed
03/06/2015,Arkin Net,data center software platform,,pune / us,private equity,"1,50,00,000",15000000.0,private_equity
03/06/2015,Little Black Book Delhi,online city and lifestyle guide,,new delhi,seed funding,"1,50,000",150000.0,seed
03/06/2015,iCustomadeit,bespoke merchandize marketplace,,pune,seed funding,"2,50,000",250000.0,seed
04/06/2015,Ecom Express,logistics solution provider,,new delhi,private equity,"13,70,00,000",137000000.0,private_equity
04/06/2015,Vidooly,video intelligence platform,,noida,private equity,"10,00,000",1000000.0,private_equity
04/06/2015,Zopper,hyperlocal shopping app,,mumbai,private equity,"2,00,00,000",20000000.0,private_equity
04/06/2015,Flipkart,ecommerce platform,,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
05/06/2015,kWatt Solutions,renewable energy solutions,,mumbai,seed funding,"5,00,000",500000.0,seed
05/06/2015,Medwell Ventures,healthcare\\nservice provider,,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
05/06/2015,Jugnoo,auto rickshaw based services,,chandigarh,private equity,"50,00,000",5000000.0,private_equity
08/06/2015,Applied Solar Technologies,off-grid solar power,,mumbai,private equity,"4,00,00,000",40000000.0,private_equity
09/06/2015,Clovia,private label lingerie ecommerce,,new delhi,private equity,"50,00,000",5000000.0,private_equity
09/06/2015,Swiggy,online food ordering,,bangalore,private equity,"1,65,00,000",16500000.0,private_equity
09/06/2015,PayMango,mobile commerce platform,,gurgaon,seed funding,"2,34,000",234000.0,seed
09/06/2015,Teritree,digital marketing services,,bangalore,seed funding,"1,40,000",140000.0,seed
10/06/2015,Voonik,fashion ecommerce store,,bangalore,private equity,"50,00,000",5000000.0,private_equity
11/06/2015,AdStringO,mobile compression software,,mumbai,seed funding,"3,50,000",350000.0,seed
11/06/2015,Faircent.com,peer to peer lending platform,,gurgaon,seed funding,"2,50,000",250000.0,seed
12/06/2015,La Renon,global healthcare products,,ahmedabad,private equity,"1,60,00,000",16000000.0,private_equity
15/06/2015,Homelane,home furnishing solutions,,bangalore,private equity,"5,00,00,000",50000000.0,private_equity
15/06/2015,Shippr,intra-city logistics service,,bangalore,seed funding,"5,00,000",500000.0,seed
16/06/2015,CouponRaja,online coupon and comparison platform,,mumbai,seed funding,"5,00,000",500000.0,seed
17/06/2015,MyDentist,dental clinic chain,,mumbai,private equity,"82,00,000",8200000.0,private_equity
18/06/2015,Fracktal Works,3d printer manufacturer,,bangalore,private equity,"30,00,000",3000000.0,private_equity
18/06/2015,Hansa Customer Equity,it / customer engagement consulting,,mumbai,private equity,"50,00,000",5000000.0,private_equity
19/06/2015,Housejoy,home services marketplace,,bangalore,private equity,"40,00,000",4000000.0,private_equity
19/06/2015,FundsIndia.com,financial services platform,,chennai,private equity,"1,10,00,000",11000000.0,private_equity
20/06/2015,Cupick,social network for artists,,bangalore,seed funding,"1,20,000",120000.0,seed
20/06/2015,Tracxn,startup funding platform,,bangalore,private equity,"1,00,00,000",10000000.0,private_equity
21/06/2015,Holachef,food delivery platform,,mumbai,private equity,"31,00,000",3100000.0,private_equity
22/06/2015,elong,data driven recruitment recommendation,,bangalore,private equity,"50,00,000",5000000.0,private_equity
22/06/2015,Vidgyor,video advertisement platform,,bangalore,seed funding,"5,00,000",500000.0,seed
23/06/2015,Goodservice,mobile chat based concierge service,,new delhi,private equity,"16,00,000",1600000.0,private_equity
23/06/2015,Treebo,online budget hotel booking service,,bangalore,private equity,"60,00,000",6000000.0,private_equity
23/06/2015,EduKart,online education marketplace,,new delhi,private equity,"10,00,000",1000000.0,private_equity
24/06/2015,Indix,saas product intelligence platform,,unknown,private equity,"1,50,00,000",15000000.0,private_equity
24/06/2015,The Porter,logistics tech,,mumbai,private equity,"55,00,000",5500000.0,private_equity
24/06/2015,Retention.ai,app analytics platform,,bangalore,seed funding,"5,00,000",500000.0,seed
25/06/2015,Fusion Microfinance,micro finance platform,,new delhi,private equity,"86,00,000",8600000.0,private_equity
25/06/2015,Zinka,freight logistics platform,,bangalore,private equity,"60,00,000",6000000.0,private_equity
26/06/2015,CreditMantri,credit management services,,chennai,private equity,"25,00,000",2500000.0,private_equity
26/06/2015,GetMyPeon,hyperlocal handyman services,,mumbai,seed funding,"2,50,000",250000.0,seed
29/06/2015,UrbanClap,hyperlocal services marketplace,,new delhi,private equity,"1,00,00,000",10000000.0,private_equity
29/06/2015,AdWyze,marketing / advertising automation platform,,bangalore,seed funding,"10,00,000",1000000.0,seed
29/06/2015,Zimmber,hyperlocal handyman services,,mumbai,seed funding,"4,00,000",400000.0,seed
30/06/2015,Flatchat,flat rental mobile app,,bangalore,private equity,"25,00,000",2500000.0,private_equity
30/06/2015,MyCFO,wealth management platform,,mumbai,private equity,"15,00,000",1500000.0,private_equity
01/05/2015,Foodpanda,online food delivery,,gurgaon,private equity,"10,00,00,000",100000000.0,private_equity
01/05/2015,Termsheet,fund raising platform,,chennai,seed funding,"1,00,000",100000.0,seed
04/05/2015,Applicate,workforce management software,,bangalore,seed funding,"5,50,000",550000.0,seed
04/05/2015,World Art Community,online art marketplace,,gurgaon,seed funding,"2,00,000",200000.0,seed
04/05/2015,SpoonJoy,online food delivery,,bangalore,seed funding,"10,00,000",1000000.0,seed
05/05/2015,Seed Schools,affordable education,,hyderabad,seed funding,"6,50,000",650000.0,seed
05/05/2015,Ignis Careers,career development,,hyderabad,seed funding,"2,50,000",250000.0,seed
05/05/2015,Square Yards,real estate advisory,,gurgaon,private equity,"60,00,000",6000000.0,private_equity
05/05/2015,Fintellix,banking analytics platform,,bangalore,private equity,"1,50,00,000",15000000.0,private_equity
06/05/2015,Delhivery,ecommerce logistics,,gurgaon,private equity,"8,50,00,000",85000000.0,private_equity
06/05/2015,Swiggy,online food delivery,,bangalore,private equity,"1,50,00,000",15000000.0,private_equity
07/05/2015,Box8,online food delivery,,mumbai,private equity,"35,00,000",3500000.0,private_equity
07/05/2015,Toppr,online education platform,,mumbai,private equity,"1,00,00,000",10000000.0,private_equity
07/05/2015,Vedantu,online education platform,,bangalore,private equity,"50,00,000",5000000.0,private_equity
08/05/2015,BuyHatke,online product comparison,,bangalore,seed funding,"10,00,000",1000000.0,seed
08/05/2015,Uniken,online security platform,,pune,private equity,"20,00,000",2000000.0,private_equity
08/05/2015,GrandOpinion,online medical diagnostic,,new delhi,seed funding,"1,50,000",150000.0,seed
12/05/2015,ZapStitch,cloud data integration platform,,bangalore,private equity,"20,00,000",2000000.0,private_equity
12/05/2015,Wassup,mobile laundry cleaning service,,chennai,private equity,"20,00,000",2000000.0,private_equity
12/05.2015,Plancess,online education platform,,mumbai,seed funding,"20,00,000",2000000.0,seed
14/05/2015,IndianRoots.com,lifestyle ecommerce portal,,gurgaon,private equity,"50,00,000",5000000.0,private_equity
14/05/2015,RedPolka,online fashion aggregator,,mumbai,seed funding,"2,50,000",250000.0,seed
15/05/2015,Venturesity,online job skills showcase,,bangalore,seed funding,"2,70,000",270000.0,seed
19/05/2015,Chaayos,offline tea chain,,new delhi,private equity,"10,00,000",1000000.0,private_equity
19/05/2015,Akosha,business messaging app,,new delhi,private equity,"1,60,00,000",16000000.0,private_equity
19/05/2015,Cooey,health mobile app,,bangalore,seed funding,"4,70,000",470000.0,seed
19/05/2015,MeetUniv,online ed-tech platform,,noida,seed funding,"10,00,000",1000000.0,seed
19/05/2015,Crown-it,hyperlocal mobile marketplace,,gurgaon,private equity,"55,00,000",5500000.0,private_equity
19/05/2015,Trucksfirst,trucking logistic operations,,gurgaon,private equity,"1,00,00,000",10000000.0,private_equity
20/05/2015,Lookup,b2c messaging app,,bangalore,private equity,"30,00,000",3000000.0,private_equity
22/05/2015,\\xc2\\xa0Nudgespot,customer engagement platform,,bangalore,seed funding,"6,25,000",625000.0,seed
22/05/2015,EveningFlavors,online table reservation,,bangalore,seed funding,"5,00,000",500000.0,seed
25/05/2015,ZenParent,parents focused web content,,bangalore,seed funding,"5,00,000",500000.0,seed
26/05/2015,UrbanPro,on-demand service marketplace,,bangalore,private equity,"20,00,000",2000000.0,private_equity
26/05/2015,Goodbox,on-demand business messaging,,bangalore,seed funding,"2,00,000",200000.0,seed
26/05/2015,Renderlogy,online home d\\xc3\\xa9cor,,hyderabad,private equity,"10,00,000",1000000.0,private_equity
27/05/2015,Postman,api workflow platform,,bangalore,seed funding,"10,00,000",1000000.0,seed
27/05/2015,Casa2inns,affordable hotel booking online,,new delhi,private equity,"50,00,000",5000000.0,private_equity
27/05/2015,FleetRover,logistics intelligence,,goa,seed funding,"1,80,000",180000.0,seed
28/05/2015,TheKarrier,last mile logistics,,bangalore,seed funding,"2,40,000",240000.0,seed
28/05/2015,Zoomcar,self-driven car rental,,bangalore,private equity,"50,00,000",5000000.0,private_equity
30/05/2015,Ather Energy,electric scooter manufacturer,,bangalore,private equity,"1,20,00,000",12000000.0,private_equity
03/04/2015,Swiggy,online food delivery,,bangalore,private equity,"20,00,000",2000000.0,private_equity
04/04/2015,Bluegape,web content publishing,,gurgaon,seed funding,"2,00,000",200000.0,seed
04/04/2015,KeepTrax,location based app,,dallas / hyderabad,seed funding,"10,00,000",1000000.0,seed
06/04/2015,InstaLively,video streaming,,new delhi,seed funding,"1,20,000",120000.0,seed
07/04/2015,Pricejugaad,price comparison,,hyderabad,seed funding,"1,65,000",165000.0,seed
07/04/2015,Quikr,online classifieds,,mumbai,private equity,"15,00,00,000",150000000.0,private_equity
07/04/2015,PressPlay,travel entertainment,,new delhi,seed funding,"22,00,000",2200000.0,seed
08/04/2015,FirstCry.com,ecommerce,,pune,private equity,"1,00,00,000",10000000.0,private_equity
