Category,resume_skills
Database,"['sql', 'linux']"
Database,"['sql', 'linux']"
Database,"['java', 'sql', 'azure']"
Database,"['sql', 'linux']"
Database,"['sql', 'linux']"
Database,"['aws', 'sql', 'linux']"
Database,"['sql', 'linux']"
Database,['sql']
Database,[]
Database,"['sql', 'linux']"
Database,"['machine learning', 'sql', 'linux', 'python', 'excel']"
Database,"['sql', 'linux']"
Database,"['sql', 'linux']"
Database,"['java', 'sql', 'azure']"
Database,"['sql', 'linux']"
Database,"['sql', 'linux']"
Database,"['aws', 'sql', 'linux']"
Database,"['sql', 'linux']"
Database,['sql']
Database,[]
Database,"['sql', 'linux']"
Database,"['machine learning', 'sql', 'linux', 'python', 'excel']"
Database,"['sql', 'linux']"
Database,"['sql', 'linux']"
Database,"['java', 'sql', 'azure']"
Database,"['sql', 'linux']"
Database,"['sql', 'linux']"
Database,"['aws', 'sql', 'linux']"
Database,"['sql', 'linux']"
Database,['sql']
Database,[]
Database,"['sql', 'linux']"
Database,"['machine learning', 'sql', 'linux', 'python', 'excel']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'python', 'aws', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'spark']"
Hadoop,"['hadoop', 'sql', 'tableau', 'linux', 'spark']"
Hadoop,"['machine learning', 'hadoop', 'sql', 'tableau', 'java', 'python', 'spark']"
Hadoop,"['hadoop', 'sql', 'python', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'azure', 'css', 'java', 'python', 'html', 'aws', 'spark', 'javascript']"
Hadoop,"['hadoop', 'sql', 'linux', 'java', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'python', 'aws', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'spark']"
Hadoop,"['hadoop', 'sql', 'tableau', 'linux', 'spark']"
Hadoop,"['machine learning', 'hadoop', 'sql', 'tableau', 'java', 'python', 'spark']"
Hadoop,"['hadoop', 'sql', 'python', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'azure', 'css', 'java', 'python', 'html', 'aws', 'spark', 'javascript']"
Hadoop,"['hadoop', 'sql', 'linux', 'java', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'python', 'aws', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'spark']"
Hadoop,"['hadoop', 'sql', 'tableau', 'linux', 'spark']"
Hadoop,"['machine learning', 'hadoop', 'sql', 'tableau', 'java', 'python', 'spark']"
Hadoop,"['hadoop', 'sql', 'python', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'azure', 'css', 'java', 'python', 'html', 'aws', 'spark', 'javascript']"
Hadoop,"['hadoop', 'sql', 'linux', 'java', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'python', 'aws', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'spark']"
Hadoop,"['hadoop', 'sql', 'tableau', 'linux', 'spark']"
Hadoop,"['machine learning', 'hadoop', 'sql', 'tableau', 'java', 'python', 'spark']"
Hadoop,"['hadoop', 'sql', 'python', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'azure', 'css', 'java', 'python', 'html', 'aws', 'spark', 'javascript']"
Hadoop,"['hadoop', 'sql', 'linux', 'java', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'python', 'aws', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'spark']"
Hadoop,"['hadoop', 'sql', 'tableau', 'linux', 'spark']"
Hadoop,"['machine learning', 'hadoop', 'sql', 'tableau', 'java', 'python', 'spark']"
Hadoop,"['hadoop', 'sql', 'python', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'azure', 'css', 'java', 'python', 'html', 'aws', 'spark', 'javascript']"
Hadoop,"['hadoop', 'sql', 'linux', 'java', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'python', 'aws', 'spark']"
Hadoop,"['hadoop', 'sql', 'linux', 'git', 'java', 'spark']"
Hadoop,"['hadoop', 'sql', 'tableau', 'linux', 'spark']"
Hadoop,"['machine learning', 'hadoop', 'sql', 'tableau', 'java', 'python', 'spark']"
Hadoop,"['hadoop', 'sql', 'python', 'html', 'spark']"
Hadoop,"['hadoop', 'sql', 'azure', 'css', 'java', 'python', 'html', 'aws', 'spark', 'javascript']"
Hadoop,"['hadoop', 'sql', 'linux', 'java', 'html', 'spark']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,['sql']
ETL Developer,"['aws', 'excel', 'java', 'sql']"
ETL Developer,['sql']
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,[]
DotNet Developer,"['sql', 'git', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['css', 'excel', 'sql', 'html']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,[]
DotNet Developer,"['sql', 'git', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['css', 'excel', 'sql', 'html']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,[]
DotNet Developer,"['sql', 'git', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['css', 'excel', 'sql', 'html']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,[]
DotNet Developer,"['sql', 'git', 'java', 'html', 'javascript']"
DotNet Developer,"['sql', 'css', 'java', 'html', 'javascript']"
DotNet Developer,"['css', 'excel', 'sql', 'html']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Blockchain,[]
Blockchain,"['aws', 'docker', 'sql', 'git']"
Blockchain,"['sql', 'css', 'java', 'python', 'html']"
Blockchain,"['sql', 'css', 'java', 'html', 'javascript']"
Blockchain,"['machine learning', 'java', 'computer vision']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
Testing,[]
Testing,"['excel', 'java', 'linux']"
Testing,['excel']
Testing,[]
Testing,[]
Testing,[]
Testing,"['css', 'java', 'sql', 'html']"
